order_id,order_date,order_status
27973,2014-01-14 00:00:00.0,ON_HOLD
66494,2014-06-20 00:00:00.0,PENDING_PAYMENT
48314,2014-05-20 00:00:00.0,COMPLETE
31781,2014-02-06 00:00:00.0,COMPLETE
22519,2013-12-10 00:00:00.0,CLOSED
1563,2013-08-02 00:00:00.0,PROCESSING
54290,2014-07-03 00:00:00.0,CANCELED
44238,2014-04-25 00:00:00.0,PENDING_PAYMENT
41985,2014-04-09 00:00:00.0,COMPLETE
33637,2014-02-17 00:00:00.0,PROCESSING
27111,2014-01-09 00:00:00.0,PENDING
24545,2013-12-24 00:00:00.0,PENDING
18355,2013-11-15 00:00:00.0,PENDING
14105,2013-10-21 00:00:00.0,PENDING_PAYMENT
6316,2013-09-02 00:00:00.0,CLOSED
53071,2014-06-24 00:00:00.0,COMPLETE
47309,2014-05-13 00:00:00.0,PENDING_PAYMENT
42293,2014-04-11 00:00:00.0,ON_HOLD
39343,2014-03-25 00:00:00.0,CLOSED
35742,2014-03-01 00:00:00.0,PENDING
62372,2014-01-19 00:00:00.0,COMPLETE
66651,2014-06-26 00:00:00.0,PENDING_PAYMENT
34278,2014-02-21 00:00:00.0,PENDING_PAYMENT
25861,2013-12-31 00:00:00.0,ON_HOLD
5133,2013-08-25 00:00:00.0,PROCESSING
51851,2014-06-15 00:00:00.0,COMPLETE
38964,2014-03-22 00:00:00.0,COMPLETE
8249,2013-09-14 00:00:00.0,ON_HOLD
58430,2013-08-21 00:00:00.0,COMPLETE
50975,2014-06-09 00:00:00.0,CLOSED
48375,2014-05-21 00:00:00.0,PENDING_PAYMENT
41948,2014-04-09 00:00:00.0,PROCESSING
39131,2014-03-23 00:00:00.0,COMPLETE
36236,2014-03-04 00:00:00.0,COMPLETE
25162,2013-12-27 00:00:00.0,COMPLETE
60294,2013-11-02 00:00:00.0,PROCESSING
7867,2013-09-11 00:00:00.0,COMPLETE
2098,2013-08-05 00:00:00.0,COMPLETE
51418,2014-06-13 00:00:00.0,PENDING
48636,2014-05-23 00:00:00.0,COMPLETE
47677,2014-05-16 00:00:00.0,PENDING_PAYMENT
44995,2014-04-29 00:00:00.0,CLOSED
21550,2013-12-05 00:00:00.0,CLOSED
21048,2013-12-01 00:00:00.0,PENDING_PAYMENT
6572,2013-09-04 00:00:00.0,CLOSED
68166,2014-02-22 00:00:00.0,PENDING_PAYMENT
33411,2014-02-16 00:00:00.0,COMPLETE
49519,2014-05-30 00:00:00.0,COMPLETE
28914,2014-01-19 00:00:00.0,PENDING
6983,2013-09-06 00:00:00.0,CLOSED
65582,2014-05-18 00:00:00.0,PROCESSING
40454,2014-03-31 00:00:00.0,COMPLETE
12458,2013-10-09 00:00:00.0,PENDING_PAYMENT
10612,2013-09-28 00:00:00.0,PENDING_PAYMENT
50948,2014-06-09 00:00:00.0,COMPLETE
27953,2014-01-14 00:00:00.0,CLOSED
18656,2013-11-18 00:00:00.0,PROCESSING
17877,2013-11-13 00:00:00.0,COMPLETE
53310,2014-06-25 00:00:00.0,CLOSED
43781,2014-04-22 00:00:00.0,PENDING_PAYMENT
42456,2014-04-12 00:00:00.0,COMPLETE
28070,2014-01-14 00:00:00.0,ON_HOLD
27838,2014-01-13 00:00:00.0,COMPLETE
27723,2014-01-12 00:00:00.0,CLOSED
19378,2013-11-22 00:00:00.0,PENDING_PAYMENT
56594,2014-07-18 00:00:00.0,PENDING_PAYMENT
66776,2014-06-30 00:00:00.0,PROCESSING
66244,2014-06-12 00:00:00.0,PENDING
47099,2014-05-12 00:00:00.0,SUSPECTED_FRAUD
46260,2014-05-07 00:00:00.0,PENDING_PAYMENT
44979,2014-04-29 00:00:00.0,ON_HOLD
32515,2014-02-11 00:00:00.0,COMPLETE
61602,2013-12-20 00:00:00.0,COMPLETE
55573,2014-07-11 00:00:00.0,PENDING_PAYMENT
34864,2014-02-25 00:00:00.0,COMPLETE
33279,2014-02-15 00:00:00.0,COMPLETE
25690,2013-12-31 00:00:00.0,PENDING
22069,2013-12-07 00:00:00.0,ON_HOLD
53879,2014-06-30 00:00:00.0,COMPLETE
53109,2014-06-25 00:00:00.0,PENDING_PAYMENT
45030,2014-04-29 00:00:00.0,ON_HOLD
41327,2014-04-05 00:00:00.0,PROCESSING
62220,2014-01-12 00:00:00.0,CLOSED
58927,2013-09-07 00:00:00.0,PROCESSING
58864,2013-09-05 00:00:00.0,PENDING_PAYMENT
41594,2014-04-08 00:00:00.0,ON_HOLD
38166,2014-03-16 00:00:00.0,PENDING_PAYMENT
29777,2014-01-25 00:00:00.0,COMPLETE
24538,2013-12-24 00:00:00.0,PENDING_PAYMENT
6656,2013-09-05 00:00:00.0,COMPLETE
51786,2014-06-14 00:00:00.0,PENDING_PAYMENT
41046,2014-04-03 00:00:00.0,PENDING
32970,2014-02-13 00:00:00.0,PENDING_PAYMENT
4973,2013-08-24 00:00:00.0,ON_HOLD
34059,2014-02-19 00:00:00.0,PENDING
18849,2013-11-19 00:00:00.0,COMPLETE
42175,2014-04-10 00:00:00.0,COMPLETE
39319,2014-03-24 00:00:00.0,PROCESSING
59719,2013-10-10 00:00:00.0,PENDING_PAYMENT
12248,2013-10-08 00:00:00.0,COMPLETE
10305,2013-09-26 00:00:00.0,COMPLETE
58388,2013-08-18 00:00:00.0,CLOSED
56485,2014-07-17 00:00:00.0,PENDING
52248,2014-06-17 00:00:00.0,COMPLETE
50954,2014-06-09 00:00:00.0,COMPLETE
43610,2014-04-21 00:00:00.0,PROCESSING
42015,2014-04-10 00:00:00.0,PENDING_PAYMENT
37136,2014-03-11 00:00:00.0,PROCESSING
21845,2013-12-06 00:00:00.0,COMPLETE
19731,2013-11-24 00:00:00.0,PENDING_PAYMENT
16012,2013-11-03 00:00:00.0,CLOSED
58761,2013-09-01 00:00:00.0,CANCELED
50387,2014-06-06 00:00:00.0,PENDING
37487,2014-03-12 00:00:00.0,COMPLETE
14235,2013-10-23 00:00:00.0,COMPLETE
42443,2014-04-12 00:00:00.0,ON_HOLD
40705,2014-04-02 00:00:00.0,PROCESSING
22803,2013-12-12 00:00:00.0,PENDING_PAYMENT
15457,2013-10-31 00:00:00.0,PROCESSING
13654,2013-10-17 00:00:00.0,PENDING_PAYMENT
6832,2013-09-06 00:00:00.0,PENDING
44588,2014-04-27 00:00:00.0,ON_HOLD
38679,2014-03-20 00:00:00.0,PROCESSING
32088,2014-02-08 00:00:00.0,CLOSED
61014,2013-11-27 00:00:00.0,COMPLETE
13222,2013-10-14 00:00:00.0,PENDING
46959,2014-05-12 00:00:00.0,PENDING
44026,2014-04-24 00:00:00.0,COMPLETE
17131,2013-11-09 00:00:00.0,PENDING_PAYMENT
59140,2013-09-17 00:00:00.0,PENDING
68712,2013-09-03 00:00:00.0,COMPLETE
50898,2014-06-09 00:00:00.0,COMPLETE
44993,2014-04-29 00:00:00.0,PROCESSING
64834,2014-04-21 00:00:00.0,COMPLETE
63717,2014-03-08 00:00:00.0,PROCESSING
36359,2014-03-05 00:00:00.0,CANCELED
60104,2013-10-24 00:00:00.0,CLOSED
45851,2014-05-05 00:00:00.0,CLOSED
33163,2014-02-15 00:00:00.0,COMPLETE
18609,2013-11-17 00:00:00.0,PENDING_PAYMENT
11941,2013-10-06 00:00:00.0,PROCESSING
3062,2013-08-11 00:00:00.0,COMPLETE
53998,2014-06-30 00:00:00.0,PROCESSING
29732,2014-01-24 00:00:00.0,COMPLETE
26373,2014-01-04 00:00:00.0,ON_HOLD
61177,2013-12-04 00:00:00.0,COMPLETE
17621,2013-11-11 00:00:00.0,PENDING_PAYMENT
3384,2013-08-13 00:00:00.0,PENDING_PAYMENT
57744,2014-07-24 00:00:00.0,PENDING_PAYMENT
52452,2014-06-19 00:00:00.0,COMPLETE
52547,2014-06-19 00:00:00.0,COMPLETE
25368,2013-12-28 00:00:00.0,CLOSED
12444,2013-10-09 00:00:00.0,ON_HOLD
58453,2013-08-21 00:00:00.0,COMPLETE
55338,2014-07-10 00:00:00.0,PENDING_PAYMENT
44976,2014-04-29 00:00:00.0,COMPLETE
39069,2014-03-23 00:00:00.0,SUSPECTED_FRAUD
62319,2014-01-17 00:00:00.0,PENDING_PAYMENT
28427,2014-01-16 00:00:00.0,COMPLETE
27471,2014-01-11 00:00:00.0,COMPLETE
9733,2013-09-24 00:00:00.0,COMPLETE
3705,2013-08-15 00:00:00.0,COMPLETE
57467,2014-07-22 00:00:00.0,SUSPECTED_FRAUD
56745,2014-07-19 00:00:00.0,PENDING_PAYMENT
66165,2014-06-10 00:00:00.0,COMPLETE
26016,2014-01-02 00:00:00.0,COMPLETE
21256,2013-12-03 00:00:00.0,PROCESSING
6428,2013-09-03 00:00:00.0,PENDING_PAYMENT
4421,2013-08-20 00:00:00.0,COMPLETE
2821,2013-08-10 00:00:00.0,PROCESSING
48094,2014-05-18 00:00:00.0,COMPLETE
68818,2014-03-31 00:00:00.0,PROCESSING
63643,2014-03-05 00:00:00.0,PROCESSING
27103,2014-01-09 00:00:00.0,PROCESSING
18278,2013-11-14 00:00:00.0,PROCESSING
11923,2013-10-06 00:00:00.0,COMPLETE
45394,2014-05-02 00:00:00.0,PROCESSING
38439,2014-03-18 00:00:00.0,COMPLETE
63252,2014-02-18 00:00:00.0,PENDING
21933,2013-12-06 00:00:00.0,ON_HOLD
44324,2014-04-26 00:00:00.0,COMPLETE
59577,2013-10-03 00:00:00.0,PENDING
4198,2013-08-18 00:00:00.0,PENDING
1060,2013-07-30 00:00:00.0,PENDING_PAYMENT
52921,2014-06-23 00:00:00.0,COMPLETE
44282,2014-04-25 00:00:00.0,COMPLETE
64942,2014-04-24 00:00:00.0,CLOSED
68012,2014-01-14 00:00:00.0,COMPLETE
27188,2014-01-10 00:00:00.0,COMPLETE
12332,2013-10-08 00:00:00.0,COMPLETE
49714,2014-05-31 00:00:00.0,COMPLETE
26975,2014-01-08 00:00:00.0,PROCESSING
64173,2014-03-27 00:00:00.0,PENDING_PAYMENT
61471,2013-12-15 00:00:00.0,COMPLETE
13485,2013-10-16 00:00:00.0,PENDING_PAYMENT
9526,2013-09-23 00:00:00.0,PENDING_PAYMENT
42346,2014-04-12 00:00:00.0,PENDING
38783,2014-03-21 00:00:00.0,CLOSED
36273,2014-03-04 00:00:00.0,COMPLETE
30458,2014-01-30 00:00:00.0,PENDING
13229,2013-10-14 00:00:00.0,PENDING_PAYMENT
658,2013-07-28 00:00:00.0,PENDING
44762,2014-04-28 00:00:00.0,COMPLETE
38312,2014-03-18 00:00:00.0,COMPLETE
38378,2014-03-18 00:00:00.0,SUSPECTED_FRAUD
33881,2014-02-18 00:00:00.0,COMPLETE
33666,2014-02-17 00:00:00.0,PENDING
15866,2013-11-03 00:00:00.0,COMPLETE
12514,2013-10-09 00:00:00.0,CLOSED
9160,2013-09-20 00:00:00.0,PROCESSING
5390,2013-08-26 00:00:00.0,PAYMENT_REVIEW
65617,2014-05-20 00:00:00.0,PENDING_PAYMENT
46574,2014-05-09 00:00:00.0,PENDING_PAYMENT
43815,2014-04-22 00:00:00.0,CLOSED
41015,2014-04-03 00:00:00.0,CANCELED
36759,2014-03-07 00:00:00.0,COMPLETE
21071,2013-12-01 00:00:00.0,PENDING_PAYMENT
11721,2013-10-05 00:00:00.0,CLOSED
50424,2014-06-06 00:00:00.0,PENDING
43822,2014-04-22 00:00:00.0,PENDING
38067,2014-03-16 00:00:00.0,PROCESSING
63402,2014-02-23 00:00:00.0,PENDING
61919,2014-01-02 00:00:00.0,COMPLETE
53720,2014-06-28 00:00:00.0,PAYMENT_REVIEW
48189,2014-05-20 00:00:00.0,ON_HOLD
42577,2014-04-13 00:00:00.0,PENDING
34990,2014-02-25 00:00:00.0,ON_HOLD
28799,2014-01-19 00:00:00.0,COMPLETE
25830,2013-12-31 00:00:00.0,COMPLETE
9118,2013-09-20 00:00:00.0,COMPLETE
58315,2013-08-16 00:00:00.0,PROCESSING
45882,2014-05-06 00:00:00.0,PROCESSING
29857,2014-01-26 00:00:00.0,PENDING_PAYMENT
23068,2013-12-15 00:00:00.0,COMPLETE
17796,2013-11-12 00:00:00.0,PENDING_PAYMENT
59356,2013-09-26 00:00:00.0,PENDING_PAYMENT
47459,2014-05-14 00:00:00.0,COMPLETE
42956,2014-04-17 00:00:00.0,COMPLETE
39494,2014-03-26 00:00:00.0,PENDING_PAYMENT
27273,2014-01-10 00:00:00.0,PENDING_PAYMENT
20851,2013-11-30 00:00:00.0,CLOSED
4113,2013-08-18 00:00:00.0,CLOSED
54141,2014-07-01 00:00:00.0,COMPLETE
53142,2014-06-25 00:00:00.0,PENDING
51229,2014-06-11 00:00:00.0,PENDING_PAYMENT
43356,2014-04-20 00:00:00.0,CLOSED
20405,2013-11-28 00:00:00.0,PROCESSING
4908,2013-08-24 00:00:00.0,PENDING_PAYMENT
1403,2013-08-01 00:00:00.0,ON_HOLD
67324,2014-07-22 00:00:00.0,PENDING_PAYMENT
43955,2014-04-23 00:00:00.0,PROCESSING
63597,2014-03-04 00:00:00.0,COMPLETE
24571,2013-12-24 00:00:00.0,COMPLETE
66268,2014-06-13 00:00:00.0,SUSPECTED_FRAUD
40770,2014-04-02 00:00:00.0,PROCESSING
38203,2014-03-17 00:00:00.0,COMPLETE
68796,2014-02-10 00:00:00.0,COMPLETE
13610,2013-10-17 00:00:00.0,PENDING_PAYMENT
13101,2013-10-13 00:00:00.0,COMPLETE
11179,2013-10-02 00:00:00.0,PENDING_PAYMENT
9915,2013-09-25 00:00:00.0,PROCESSING
37730,2014-03-14 00:00:00.0,COMPLETE
62277,2014-01-15 00:00:00.0,PENDING_PAYMENT
14035,2013-10-20 00:00:00.0,PENDING_PAYMENT
10455,2013-09-27 00:00:00.0,SUSPECTED_FRAUD
8107,2013-09-13 00:00:00.0,PROCESSING
7877,2013-09-11 00:00:00.0,PENDING_PAYMENT
58719,2013-08-31 00:00:00.0,PENDING_PAYMENT
29064,2014-01-20 00:00:00.0,CLOSED
8568,2013-09-17 00:00:00.0,COMPLETE
48445,2014-05-21 00:00:00.0,COMPLETE
27164,2014-01-10 00:00:00.0,COMPLETE
60233,2013-10-30 00:00:00.0,PROCESSING
64401,2014-04-06 00:00:00.0,COMPLETE
39100,2014-03-23 00:00:00.0,PENDING
25921,2014-01-01 00:00:00.0,COMPLETE
61818,2013-12-27 00:00:00.0,COMPLETE
60803,2013-11-20 00:00:00.0,PROCESSING
15477,2013-10-31 00:00:00.0,PENDING
14285,2013-10-23 00:00:00.0,PENDING
51808,2014-06-14 00:00:00.0,COMPLETE
29939,2014-01-26 00:00:00.0,COMPLETE
21490,2013-12-04 00:00:00.0,COMPLETE
60847,2013-11-22 00:00:00.0,PENDING
44082,2014-04-24 00:00:00.0,PENDING_PAYMENT
19421,2013-11-22 00:00:00.0,CLOSED
18158,2013-11-14 00:00:00.0,PENDING_PAYMENT
5415,2013-08-26 00:00:00.0,PENDING_PAYMENT
1607,2013-08-02 00:00:00.0,COMPLETE
55255,2014-07-09 00:00:00.0,COMPLETE
50199,2014-06-04 00:00:00.0,ON_HOLD
47484,2014-05-15 00:00:00.0,COMPLETE
39194,2014-03-23 00:00:00.0,PENDING_PAYMENT
11681,2013-10-04 00:00:00.0,COMPLETE
5928,2013-08-30 00:00:00.0,COMPLETE
3877,2013-08-17 00:00:00.0,CLOSED
40736,2014-04-02 00:00:00.0,PENDING_PAYMENT
3215,2013-08-12 00:00:00.0,COMPLETE
43706,2014-04-21 00:00:00.0,PROCESSING
38214,2014-03-17 00:00:00.0,COMPLETE
26448,2014-01-05 00:00:00.0,COMPLETE
19299,2013-11-22 00:00:00.0,COMPLETE
8335,2013-09-14 00:00:00.0,PENDING_PAYMENT
1858,2013-08-03 00:00:00.0,COMPLETE
57906,2013-07-30 00:00:00.0,COMPLETE
53301,2014-06-25 00:00:00.0,PAYMENT_REVIEW
38747,2014-03-21 00:00:00.0,COMPLETE
38455,2014-03-18 00:00:00.0,PENDING_PAYMENT
63225,2014-02-16 00:00:00.0,COMPLETE
33195,2014-02-15 00:00:00.0,PROCESSING
30378,2014-01-30 00:00:00.0,COMPLETE
60279,2013-11-01 00:00:00.0,PENDING_PAYMENT
6808,2013-09-06 00:00:00.0,PENDING_PAYMENT
54658,2014-07-05 00:00:00.0,PROCESSING
68372,2014-04-22 00:00:00.0,PROCESSING
38646,2014-03-20 00:00:00.0,PENDING
35085,2014-02-26 00:00:00.0,PENDING
32099,2014-02-08 00:00:00.0,ON_HOLD
29118,2014-01-21 00:00:00.0,PROCESSING
23439,2013-12-18 00:00:00.0,CLOSED
14215,2013-10-22 00:00:00.0,COMPLETE
29826,2014-01-25 00:00:00.0,CLOSED
25833,2013-12-31 00:00:00.0,PROCESSING
61268,2013-12-08 00:00:00.0,CLOSED
21055,2013-12-01 00:00:00.0,PENDING
6794,2013-09-05 00:00:00.0,COMPLETE
6188,2013-09-02 00:00:00.0,PENDING_PAYMENT
49286,2014-05-28 00:00:00.0,PENDING_PAYMENT
42357,2014-04-12 00:00:00.0,PENDING
41265,2014-04-04 00:00:00.0,PROCESSING
36590,2014-03-06 00:00:00.0,ON_HOLD
34861,2014-02-25 00:00:00.0,COMPLETE
31581,2014-02-05 00:00:00.0,PENDING_PAYMENT
59034,2013-09-13 00:00:00.0,PENDING_PAYMENT
6230,2013-09-02 00:00:00.0,CLOSED
58270,2013-08-14 00:00:00.0,PENDING_PAYMENT
51955,2014-06-16 00:00:00.0,COMPLETE
51529,2014-06-13 00:00:00.0,COMPLETE
29577,2014-01-23 00:00:00.0,COMPLETE
28760,2014-01-19 00:00:00.0,CLOSED
61189,2013-12-04 00:00:00.0,PENDING_PAYMENT
59461,2013-09-30 00:00:00.0,PROCESSING
4290,2013-08-19 00:00:00.0,CLOSED
3751,2013-08-15 00:00:00.0,COMPLETE
2686,2013-08-08 00:00:00.0,PROCESSING
45069,2014-04-30 00:00:00.0,PROCESSING
32427,2014-02-10 00:00:00.0,PENDING_PAYMENT
20982,2013-12-01 00:00:00.0,PENDING_PAYMENT
37780,2014-03-14 00:00:00.0,PROCESSING
34677,2014-02-24 00:00:00.0,CANCELED
14311,2013-10-23 00:00:00.0,COMPLETE
12881,2013-10-12 00:00:00.0,CLOSED
7484,2013-09-09 00:00:00.0,PROCESSING
1190,2013-07-31 00:00:00.0,CANCELED
53212,2014-06-25 00:00:00.0,COMPLETE
50719,2014-06-08 00:00:00.0,PENDING_PAYMENT
41004,2014-04-03 00:00:00.0,COMPLETE
64107,2014-03-24 00:00:00.0,PENDING_PAYMENT
60331,2013-11-03 00:00:00.0,COMPLETE
14776,2013-10-26 00:00:00.0,ON_HOLD
2449,2013-08-07 00:00:00.0,PROCESSING
66510,2014-06-21 00:00:00.0,COMPLETE
29934,2014-01-26 00:00:00.0,ON_HOLD
27567,2014-01-11 00:00:00.0,CLOSED
23356,2013-12-17 00:00:00.0,PENDING_PAYMENT
15529,2013-11-01 00:00:00.0,COMPLETE
14558,2013-10-25 00:00:00.0,ON_HOLD
12785,2013-10-11 00:00:00.0,COMPLETE
53134,2014-06-25 00:00:00.0,COMPLETE
52725,2014-06-20 00:00:00.0,COMPLETE
52522,2014-06-19 00:00:00.0,PROCESSING
30859,2014-02-01 00:00:00.0,COMPLETE
27473,2014-01-11 00:00:00.0,PENDING_PAYMENT
23624,2013-12-18 00:00:00.0,PROCESSING
14731,2013-10-26 00:00:00.0,COMPLETE
12765,2013-10-11 00:00:00.0,PENDING_PAYMENT
5164,2013-08-25 00:00:00.0,CLOSED
28019,2014-01-14 00:00:00.0,PENDING_PAYMENT
59725,2013-10-10 00:00:00.0,COMPLETE
11755,2013-10-05 00:00:00.0,PENDING
49188,2014-05-27 00:00:00.0,COMPLETE
47521,2014-05-15 00:00:00.0,PROCESSING
46687,2014-05-10 00:00:00.0,PROCESSING
58599,2013-08-26 00:00:00.0,COMPLETE
42040,2014-04-10 00:00:00.0,PENDING_PAYMENT
20717,2013-11-30 00:00:00.0,PENDING_PAYMENT
18334,2013-11-15 00:00:00.0,CLOSED
12950,2013-10-12 00:00:00.0,PENDING_PAYMENT
7370,2013-09-08 00:00:00.0,PENDING
58184,2013-08-10 00:00:00.0,COMPLETE
38990,2014-03-22 00:00:00.0,PENDING_PAYMENT
36199,2014-03-04 00:00:00.0,CLOSED
13277,2013-10-14 00:00:00.0,CLOSED
2409,2013-08-07 00:00:00.0,PROCESSING
1656,2013-08-02 00:00:00.0,COMPLETE
57080,2014-07-20 00:00:00.0,COMPLETE
31684,2014-02-06 00:00:00.0,ON_HOLD
22037,2013-12-07 00:00:00.0,PENDING_PAYMENT
13194,2013-10-13 00:00:00.0,CLOSED
40564,2014-04-01 00:00:00.0,CLOSED
63512,2014-02-28 00:00:00.0,COMPLETE
63352,2014-02-22 00:00:00.0,COMPLETE
30700,2014-01-31 00:00:00.0,CANCELED
14518,2013-10-24 00:00:00.0,PENDING
13075,2013-10-13 00:00:00.0,SUSPECTED_FRAUD
984,2013-07-30 00:00:00.0,ON_HOLD
68204,2014-03-03 00:00:00.0,PENDING_PAYMENT
35766,2014-03-01 00:00:00.0,CLOSED
27075,2014-01-09 00:00:00.0,ON_HOLD
24509,2013-12-24 00:00:00.0,PENDING_PAYMENT
22918,2013-12-13 00:00:00.0,COMPLETE
52794,2014-06-21 00:00:00.0,PENDING_PAYMENT
45560,2014-05-03 00:00:00.0,COMPLETE
36720,2014-03-07 00:00:00.0,COMPLETE
29251,2014-01-21 00:00:00.0,PENDING
10801,2013-09-29 00:00:00.0,SUSPECTED_FRAUD
10228,2013-09-26 00:00:00.0,CLOSED
56816,2014-07-19 00:00:00.0,PENDING
66974,2014-07-08 00:00:00.0,CLOSED
53847,2014-06-29 00:00:00.0,COMPLETE
35049,2014-02-25 00:00:00.0,PROCESSING
63387,2014-02-23 00:00:00.0,PENDING
9742,2013-09-24 00:00:00.0,CLOSED
6231,2013-09-02 00:00:00.0,CANCELED
5104,2013-08-25 00:00:00.0,COMPLETE
4530,2013-08-21 00:00:00.0,PROCESSING
57785,2013-07-25 00:00:00.0,PROCESSING
63248,2014-02-17 00:00:00.0,COMPLETE
32881,2014-02-13 00:00:00.0,PROCESSING
20364,2013-11-28 00:00:00.0,ON_HOLD
1515,2013-08-01 00:00:00.0,COMPLETE
66561,2014-06-22 00:00:00.0,COMPLETE
43304,2014-04-19 00:00:00.0,ON_HOLD
42225,2014-04-11 00:00:00.0,PROCESSING
40731,2014-04-02 00:00:00.0,PENDING_PAYMENT
40478,2014-04-01 00:00:00.0,COMPLETE
21437,2013-12-04 00:00:00.0,PENDING_PAYMENT
20992,2013-12-01 00:00:00.0,PROCESSING
58496,2013-08-23 00:00:00.0,COMPLETE
158,2013-07-26 00:00:00.0,PENDING
51918,2014-06-15 00:00:00.0,PENDING_PAYMENT
51623,2014-06-13 00:00:00.0,PENDING_PAYMENT
38259,2014-03-18 00:00:00.0,PENDING_PAYMENT
63461,2014-02-26 00:00:00.0,COMPLETE
12683,2013-10-11 00:00:00.0,COMPLETE
3048,2013-08-11 00:00:00.0,PENDING_PAYMENT
50918,2014-06-09 00:00:00.0,PENDING_PAYMENT
30054,2014-01-27 00:00:00.0,COMPLETE
4126,2013-08-18 00:00:00.0,COMPLETE
864,2013-07-29 00:00:00.0,COMPLETE
67400,2014-07-24 00:00:00.0,PROCESSING
66999,2014-07-09 00:00:00.0,PENDING_PAYMENT
46969,2014-05-12 00:00:00.0,PENDING
65144,2014-05-02 00:00:00.0,PENDING
37340,2014-03-12 00:00:00.0,PROCESSING
36828,2014-03-08 00:00:00.0,PENDING_PAYMENT
61680,2013-12-22 00:00:00.0,COMPLETE
16662,2013-11-06 00:00:00.0,PENDING
11430,2013-10-03 00:00:00.0,PENDING
483,2013-07-27 00:00:00.0,PROCESSING
52938,2014-06-23 00:00:00.0,COMPLETE
63544,2014-03-02 00:00:00.0,COMPLETE
31608,2014-02-06 00:00:00.0,PENDING
29853,2014-01-26 00:00:00.0,PENDING_PAYMENT
21444,2013-12-04 00:00:00.0,ON_HOLD
9378,2013-09-22 00:00:00.0,SUSPECTED_FRAUD
8870,2013-09-18 00:00:00.0,COMPLETE
1851,2013-08-03 00:00:00.0,CLOSED
49535,2014-05-30 00:00:00.0,ON_HOLD
